path,split,true_label,predicted_label,top3,top1_score,top2_score,margin,outcome,collapse_path,latency_ms,any_baseline_correct,baseline_right_hl_wrong,hl_right_all_baselines_wrong
data\phase2\val\mushroom\n07734744_3.JPEG,val,mushroom,school_bus,"[""school_bus"", ""king_penguin"", ""brown_bear""]",0.5425849141858073,0.46278731425809266,0.07979759992771468,miss,mushroom->school_bus,69.18539991602302,False,False,False
data\phase2\val\mushroom\n07734744_30.JPEG,val,mushroom,banana,"[""banana"", ""golden_retriever"", ""orange""]",0.6168322363972982,0.4991444674505415,0.11768776894675675,miss,mushroom->banana,65.7546001020819,True,True,False
data\phase2\val\mushroom\n07734744_300.JPEG,val,mushroom,golden_retriever,"[""golden_retriever"", ""mushroom"", ""banana""]",0.5334375248049611,0.5083664317145997,0.025071093090361374,top3_rescue,mushroom->golden_retriever,69.53129987232387,True,True,False
data\phase2\val\mushroom\n07734744_301.JPEG,val,mushroom,banana,"[""banana"", ""golden_retriever"", ""orange""]",0.5931690898022555,0.4688498145126495,0.12431927528960596,miss,mushroom->banana,87.49519987031817,True,True,False
data\phase2\val\mushroom\n07734744_302.JPEG,val,mushroom,banana,"[""banana"", ""mushroom"", ""school_bus""]",0.6910926158989076,0.5609538909966075,0.13013872490230005,top3_rescue,mushroom->banana,69.74199996329844,True,True,False
data\phase2\val\mushroom\n07734744_303.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""sports_car"", ""brown_bear""]",0.5834625378595891,0.40266948795118956,0.18079304990839956,miss,mushroom->king_penguin,73.30389996059239,True,True,False
data\phase2\val\mushroom\n07734744_304.JPEG,val,mushroom,brown_bear,"[""brown_bear"", ""golden_retriever"", ""school_bus""]",0.4359029605094473,0.4345674546351042,0.0013355058743431125,miss,mushroom->brown_bear,72.09560018964112,True,True,False
data\phase2\val\mushroom\n07734744_305.JPEG,val,mushroom,banana,"[""banana"", ""teapot"", ""golden_retriever""]",0.5899455544544633,0.5826988554120007,0.007246699042462557,miss,mushroom->banana,77.15989998541772,True,True,False
data\phase2\val\mushroom\n07734744_306.JPEG,val,mushroom,mushroom,"[""mushroom"", ""king_penguin"", ""school_bus""]",0.5861200735634147,0.5685037248493838,0.01761634871403084,correct,mushroom->mushroom,71.20099989697337,True,False,False
data\phase2\val\mushroom\n07734744_307.JPEG,val,mushroom,teapot,"[""teapot"", ""king_penguin"", ""golden_retriever""]",0.5465814951363365,0.4597406464856772,0.08684084865065927,miss,mushroom->teapot,74.95989999733865,True,True,False
data\phase2\val\mushroom\n07734744_308.JPEG,val,mushroom,banana,"[""banana"", ""mushroom"", ""golden_retriever""]",0.5437765664507707,0.4637930863067644,0.07998348014400625,top3_rescue,mushroom->banana,74.32330003939569,True,True,False
data\phase2\val\mushroom\n07734744_309.JPEG,val,mushroom,mushroom,"[""mushroom"", ""golden_retriever"", ""school_bus""]",0.5843232489804965,0.5746573713289433,0.009665877651553134,correct,mushroom->mushroom,68.56020004488528,False,False,True
data\phase2\val\mushroom\n07734744_31.JPEG,val,mushroom,mushroom,"[""mushroom"", ""school_bus"", ""brown_bear""]",0.5378436667959356,0.45536609928875904,0.08247756750717661,correct,mushroom->mushroom,65.47929998487234,True,False,False
data\phase2\val\mushroom\n07734744_310.JPEG,val,mushroom,banana,"[""banana"", ""mushroom"", ""school_bus""]",0.6175541326261275,0.575109075821622,0.0424450568045055,top3_rescue,mushroom->banana,66.85620010830462,True,True,False
data\phase2\val\mushroom\n07734744_311.JPEG,val,mushroom,mushroom,"[""mushroom"", ""banana"", ""school_bus""]",0.5828078383597967,0.5699356669441145,0.012872171415682199,correct,mushroom->mushroom,69.3156998604536,False,False,True
data\phase2\val\mushroom\n07734744_312.JPEG,val,mushroom,golden_retriever,"[""golden_retriever"", ""mushroom"", ""banana""]",0.5753366882343762,0.5423499633136452,0.03298672492073107,top3_rescue,mushroom->golden_retriever,78.85830011218786,True,True,False
data\phase2\val\mushroom\n07734744_313.JPEG,val,mushroom,sports_car,"[""sports_car"", ""school_bus"", ""golden_retriever""]",0.39251924563036983,0.37835589302970785,0.014163352600661983,miss,mushroom->sports_car,74.37769998796284,False,False,False
data\phase2\val\mushroom\n07734744_314.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""teapot"", ""sports_car""]",0.6893134181399323,0.526650823192415,0.16266259494751734,miss,mushroom->king_penguin,94.19879992492497,True,True,False
data\phase2\val\mushroom\n07734744_315.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""mushroom"", ""golden_retriever""]",0.4950828393108364,0.4639745598057586,0.03110827950507783,top3_rescue,mushroom->king_penguin,64.59429999813437,True,True,False
data\phase2\val\mushroom\n07734744_316.JPEG,val,mushroom,banana,"[""banana"", ""mushroom"", ""school_bus""]",0.5322966809859073,0.45401006415417594,0.07828661683173138,top3_rescue,mushroom->banana,61.64039997383952,True,True,False
data\phase2\val\mushroom\n07734744_317.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""sports_car"", ""teapot""]",0.7038772754886402,0.44486487721780277,0.25901239827083744,miss,mushroom->king_penguin,72.89780001156032,True,True,False
data\phase2\val\mushroom\n07734744_318.JPEG,val,mushroom,mushroom,"[""mushroom"", ""banana"", ""school_bus""]",0.5070134814820781,0.5027784889354788,0.004234992546599314,correct,mushroom->mushroom,64.26619994454086,True,False,False
data\phase2\val\mushroom\n07734744_319.JPEG,val,mushroom,teapot,"[""teapot"", ""golden_retriever"", ""sports_car""]",0.44358523328307947,0.41404988679988264,0.029535346483196834,miss,mushroom->teapot,73.81520001217723,True,True,False
data\phase2\val\mushroom\n07734744_32.JPEG,val,mushroom,jellyfish,"[""jellyfish"", ""sports_car"", ""teapot""]",0.5153611460691558,0.3789166567576387,0.13644448931151715,miss,mushroom->jellyfish,70.27649995870888,False,False,False
data\phase2\val\mushroom\n07734744_320.JPEG,val,mushroom,banana,"[""banana"", ""mushroom"", ""school_bus""]",0.6027645376033219,0.5746114359054735,0.02815310169784846,top3_rescue,mushroom->banana,62.888599932193756,True,True,False
data\phase2\val\mushroom\n07734744_321.JPEG,val,mushroom,golden_retriever,"[""golden_retriever"", ""teapot"", ""banana""]",0.45459202981144,0.4462867761846751,0.008305253626764875,miss,mushroom->golden_retriever,68.2894999627024,False,False,False
data\phase2\val\mushroom\n07734744_322.JPEG,val,mushroom,golden_retriever,"[""golden_retriever"", ""school_bus"", ""mushroom""]",0.5707336349569977,0.5105312593274461,0.06020237562955155,top3_rescue,mushroom->golden_retriever,74.08839999698102,False,False,False
data\phase2\val\mushroom\n07734744_323.JPEG,val,mushroom,golden_retriever,"[""golden_retriever"", ""school_bus"", ""brown_bear""]",0.5578356479868845,0.5352912823914845,0.022544365595399962,miss,mushroom->golden_retriever,72.36580015160143,True,True,False
data\phase2\val\mushroom\n07734744_324.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""sports_car"", ""brown_bear""]",0.5737205825017071,0.3938075256712988,0.1799130568304083,miss,mushroom->king_penguin,77.37870002165437,False,False,False
data\phase2\val\mushroom\n07734744_325.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""teapot"", ""golden_retriever""]",0.5915581871770216,0.4759398244332168,0.11561836274380477,miss,mushroom->king_penguin,69.88620012998581,True,True,False
data\phase2\val\mushroom\n07734744_326.JPEG,val,mushroom,mushroom,"[""mushroom"", ""golden_retriever"", ""school_bus""]",0.5936961264370146,0.5135512412327565,0.08014488520425811,correct,mushroom->mushroom,77.41990010254085,True,False,False
data\phase2\val\mushroom\n07734744_327.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""brown_bear"", ""sports_car""]",0.5209035407208326,0.4449612341924367,0.07594230652839584,miss,mushroom->king_penguin,76.81620004586875,False,False,False
data\phase2\val\mushroom\n07734744_328.JPEG,val,mushroom,banana,"[""banana"", ""orange"", ""teapot""]",0.5498486300441497,0.4244554323761371,0.12539319766801266,miss,mushroom->banana,75.82719996571541,True,True,False
data\phase2\val\mushroom\n07734744_329.JPEG,val,mushroom,brown_bear,"[""brown_bear"", ""king_penguin"", ""sports_car""]",0.5193035967249042,0.45930381761231176,0.059999779112592466,miss,mushroom->brown_bear,71.203000145033,False,False,False
data\phase2\val\mushroom\n07734744_33.JPEG,val,mushroom,banana,"[""banana"", ""golden_retriever"", ""school_bus""]",0.6114000086698002,0.5296299026079787,0.08177010606182145,miss,mushroom->banana,71.93640014156699,False,False,False
data\phase2\val\mushroom\n07734744_330.JPEG,val,mushroom,banana,"[""banana"", ""mushroom"", ""school_bus""]",0.5745976620204135,0.5714388180852773,0.003158843935136213,top3_rescue,mushroom->banana,82.92070007883012,False,False,False
data\phase2\val\mushroom\n07734744_331.JPEG,val,mushroom,sports_car,"[""sports_car"", ""mushroom"", ""school_bus""]",0.48870511569954883,0.4249829876194794,0.06372212808006944,top3_rescue,mushroom->sports_car,67.23519996739924,True,True,False
data\phase2\val\mushroom\n07734744_332.JPEG,val,mushroom,golden_retriever,"[""golden_retriever"", ""orange"", ""teapot""]",0.6452587749745375,0.4976508760227518,0.14760789895178572,miss,mushroom->golden_retriever,72.03999999910593,True,True,False
data\phase2\val\mushroom\n07734744_333.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""mushroom"", ""brown_bear""]",0.6349865960115796,0.5173664413056155,0.1176201547059641,top3_rescue,mushroom->king_penguin,66.31150003522635,False,False,False
data\phase2\val\mushroom\n07734744_334.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""mushroom"", ""golden_retriever""]",0.5321296683060076,0.5084567780182522,0.023672890287755433,top3_rescue,mushroom->king_penguin,70.74539992026985,True,True,False
data\phase2\val\mushroom\n07734744_335.JPEG,val,mushroom,banana,"[""banana"", ""golden_retriever"", ""orange""]",0.6325126757880593,0.4995810199598137,0.13293165582824557,miss,mushroom->banana,70.40300010703504,True,True,False
data\phase2\val\mushroom\n07734744_336.JPEG,val,mushroom,mushroom,"[""mushroom"", ""golden_retriever"", ""school_bus""]",0.5985892697764172,0.5785296809844515,0.020059588791965788,correct,mushroom->mushroom,61.50020007044077,False,False,True
data\phase2\val\mushroom\n07734744_337.JPEG,val,mushroom,school_bus,"[""school_bus"", ""mushroom"", ""king_penguin""]",0.5118480230841362,0.49377153159295395,0.01807649149118229,top3_rescue,mushroom->school_bus,68.00990016199648,True,True,False
data\phase2\val\mushroom\n07734744_338.JPEG,val,mushroom,banana,"[""banana"", ""mushroom"", ""school_bus""]",0.5724276212974357,0.472819318305397,0.09960830299203877,top3_rescue,mushroom->banana,73.11530015431345,True,True,False
data\phase2\val\mushroom\n07734744_339.JPEG,val,mushroom,banana,"[""banana"", ""golden_retriever"", ""school_bus""]",0.6111654045268468,0.4880581270255323,0.12310727750131445,miss,mushroom->banana,86.29520004615188,True,True,False
data\phase2\val\mushroom\n07734744_34.JPEG,val,mushroom,banana,"[""banana"", ""mushroom"", ""teapot""]",0.44698383306362,0.41304694146827775,0.033936891595342245,top3_rescue,mushroom->banana,71.74100005067885,True,True,False
data\phase2\val\mushroom\n07734744_340.JPEG,val,mushroom,teapot,"[""teapot"", ""golden_retriever"", ""banana""]",0.5037763719490607,0.4885708034790318,0.015205568470028852,miss,mushroom->teapot,71.882399963215,False,False,False
data\phase2\val\mushroom\n07734744_341.JPEG,val,mushroom,mushroom,"[""mushroom"", ""golden_retriever"", ""banana""]",0.6093056754158728,0.5754516463778607,0.033854029038012046,correct,mushroom->mushroom,73.32760002464056,True,False,False
data\phase2\val\mushroom\n07734744_342.JPEG,val,mushroom,mushroom,"[""mushroom"", ""golden_retriever"", ""banana""]",0.5901443111897308,0.5183706566496207,0.07177365454011009,correct,mushroom->mushroom,62.75929999537766,True,False,False
data\phase2\val\mushroom\n07734744_343.JPEG,val,mushroom,mushroom,"[""mushroom"", ""golden_retriever"", ""brown_bear""]",0.5434952730679957,0.5093638471309863,0.03413142593700946,correct,mushroom->mushroom,74.52340004965663,False,False,True
data\phase2\val\mushroom\n07734744_344.JPEG,val,mushroom,school_bus,"[""school_bus"", ""mushroom"", ""banana""]",0.5271821433745514,0.49159551110869254,0.03558663226585884,top3_rescue,mushroom->school_bus,73.26460001058877,False,False,False
data\phase2\val\mushroom\n07734744_345.JPEG,val,mushroom,school_bus,"[""school_bus"", ""banana"", ""golden_retriever""]",0.5236627625233675,0.5134982638570685,0.010164498666298982,miss,mushroom->school_bus,80.87870012968779,True,True,False
data\phase2\val\mushroom\n07734744_346.JPEG,val,mushroom,golden_retriever,"[""golden_retriever"", ""banana"", ""mushroom""]",0.6060690894618103,0.4439925196017016,0.16207656986010865,top3_rescue,mushroom->golden_retriever,82.86159997805953,True,True,False
data\phase2\val\mushroom\n07734744_347.JPEG,val,mushroom,golden_retriever,"[""golden_retriever"", ""banana"", ""mushroom""]",0.5612616541621227,0.5554837315015524,0.0057779226605703116,top3_rescue,mushroom->golden_retriever,69.55979997292161,True,True,False
data\phase2\val\mushroom\n07734744_348.JPEG,val,mushroom,banana,"[""banana"", ""king_penguin"", ""golden_retriever""]",0.6176009094978289,0.42653923493452894,0.19106167456329992,miss,mushroom->banana,81.31209993734956,True,True,False
data\phase2\val\mushroom\n07734744_349.JPEG,val,mushroom,banana,"[""banana"", ""golden_retriever"", ""orange""]",0.45103751284972404,0.4403709570546412,0.010666555795082855,miss,mushroom->banana,72.50429992564023,True,True,False
data\phase2\val\mushroom\n07734744_35.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""teapot"", ""golden_retriever""]",0.5660905414437267,0.48982480494820757,0.07626573649551915,miss,mushroom->king_penguin,72.52949988469481,True,True,False
data\phase2\val\mushroom\n07734744_350.JPEG,val,mushroom,school_bus,"[""school_bus"", ""banana"", ""golden_retriever""]",0.5172967509589367,0.516324727369652,0.0009720235892847207,miss,mushroom->school_bus,90.25539993308485,True,True,False
data\phase2\val\mushroom\n07734744_351.JPEG,val,mushroom,banana,"[""banana"", ""school_bus"", ""golden_retriever""]",0.5081106704778691,0.44124568575255374,0.06686498472531532,miss,mushroom->banana,77.87819998338819,True,True,False
data\phase2\val\mushroom\n07734744_352.JPEG,val,mushroom,banana,"[""banana"", ""school_bus"", ""mushroom""]",0.6162067326171627,0.5822050252864307,0.034001707330732045,top3_rescue,mushroom->banana,75.19949995912611,True,True,False
data\phase2\val\mushroom\n07734744_353.JPEG,val,mushroom,mushroom,"[""mushroom"", ""school_bus"", ""golden_retriever""]",0.6516747554965492,0.6426114041241733,0.009063351372375905,correct,mushroom->mushroom,63.71480016969144,False,False,True
data\phase2\val\mushroom\n07734744_354.JPEG,val,mushroom,banana,"[""banana"", ""mushroom"", ""orange""]",0.615733131925981,0.5258232885692598,0.08990984335672125,top3_rescue,mushroom->banana,71.74839987419546,True,True,False
data\phase2\val\mushroom\n07734744_355.JPEG,val,mushroom,banana,"[""banana"", ""sports_car"", ""golden_retriever""]",0.43500584234842826,0.40800562161096243,0.02700022073746583,miss,mushroom->banana,71.95440004579723,True,True,False
data\phase2\val\mushroom\n07734744_356.JPEG,val,mushroom,banana,"[""banana"", ""orange"", ""teapot""]",0.5019216787835907,0.4616350583159976,0.040286620467593126,miss,mushroom->banana,83.88939988799393,True,True,False
data\phase2\val\mushroom\n07734744_357.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""mushroom"", ""brown_bear""]",0.5946542799087918,0.5466274411594835,0.048026838749308354,top3_rescue,mushroom->king_penguin,60.46959990635514,True,True,False
data\phase2\val\mushroom\n07734744_358.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""brown_bear"", ""golden_retriever""]",0.49068152277673266,0.4867951042812726,0.0038864184954600645,miss,mushroom->king_penguin,71.8185999430716,False,False,False
data\phase2\val\mushroom\n07734744_359.JPEG,val,mushroom,teapot,"[""teapot"", ""sports_car"", ""golden_retriever""]",0.48679789455623546,0.4602742492934483,0.026523645262787165,miss,mushroom->teapot,77.35319994390011,True,True,False
data\phase2\val\mushroom\n07734744_36.JPEG,val,mushroom,mushroom,"[""mushroom"", ""school_bus"", ""golden_retriever""]",0.655997972690112,0.5529027822245876,0.1030951904655244,correct,mushroom->mushroom,54.31049992330372,True,False,False
data\phase2\val\mushroom\n07734744_360.JPEG,val,mushroom,golden_retriever,"[""golden_retriever"", ""mushroom"", ""banana""]",0.5220784866888236,0.4853238327845707,0.03675465390425292,top3_rescue,mushroom->golden_retriever,71.28249993547797,True,True,False
data\phase2\val\mushroom\n07734744_361.JPEG,val,mushroom,banana,"[""banana"", ""orange"", ""golden_retriever""]",0.6246825003128529,0.5255717520787241,0.0991107482341288,miss,mushroom->banana,73.98489979095757,True,True,False
data\phase2\val\mushroom\n07734744_362.JPEG,val,mushroom,mushroom,"[""mushroom"", ""banana"", ""school_bus""]",0.6236670437571286,0.5849305566536019,0.03873648710352662,correct,mushroom->mushroom,70.96869987435639,True,False,False
data\phase2\val\mushroom\n07734744_363.JPEG,val,mushroom,mushroom,"[""mushroom"", ""golden_retriever"", ""school_bus""]",0.5890601888621032,0.5646357397351098,0.024424449126993375,correct,mushroom->mushroom,69.81500005349517,True,False,False
data\phase2\val\mushroom\n07734744_364.JPEG,val,mushroom,mushroom,"[""mushroom"", ""king_penguin"", ""golden_retriever""]",0.4955175638556235,0.46343821286153586,0.03207935099408765,correct,mushroom->mushroom,79.70430003479123,True,False,False
data\phase2\val\mushroom\n07734744_365.JPEG,val,mushroom,banana,"[""banana"", ""teapot"", ""orange""]",0.6467056488824886,0.46163154189360683,0.18507410698888177,miss,mushroom->banana,76.57660008408129,True,True,False
data\phase2\val\mushroom\n07734744_366.JPEG,val,mushroom,mushroom,"[""mushroom"", ""golden_retriever"", ""brown_bear""]",0.5742696955287421,0.5682892985597284,0.005980396969013646,correct,mushroom->mushroom,68.33379995077848,True,False,False
data\phase2\val\mushroom\n07734744_367.JPEG,val,mushroom,sports_car,"[""sports_car"", ""king_penguin"", ""mushroom""]",0.49739624429642637,0.46955520162916103,0.027841042667265337,top3_rescue,mushroom->sports_car,71.13229995593429,True,True,False
data\phase2\val\mushroom\n07734744_368.JPEG,val,mushroom,sports_car,"[""sports_car"", ""king_penguin"", ""teapot""]",0.48044238444308396,0.3726117147886549,0.10783066965442906,miss,mushroom->sports_car,71.93729979917407,True,True,False
data\phase2\val\mushroom\n07734744_369.JPEG,val,mushroom,mushroom,"[""mushroom"", ""school_bus"", ""banana""]",0.6349761351633524,0.5341794828154912,0.10079665234786117,correct,mushroom->mushroom,66.5291000623256,True,False,False
data\phase2\val\mushroom\n07734744_37.JPEG,val,mushroom,mushroom,"[""mushroom"", ""golden_retriever"", ""banana""]",0.5480388987896575,0.47716750672877994,0.07087139206087756,correct,mushroom->mushroom,66.90460001118481,True,False,False
data\phase2\val\mushroom\n07734744_370.JPEG,val,mushroom,mushroom,"[""mushroom"", ""golden_retriever"", ""banana""]",0.5464372137830323,0.5063777054586909,0.040059508324341464,correct,mushroom->mushroom,71.65420008823276,True,False,False
data\phase2\val\mushroom\n07734744_371.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""brown_bear"", ""sports_car""]",0.5271837497199714,0.43716032168996966,0.09002342803000174,miss,mushroom->king_penguin,98.60839997418225,False,False,False
data\phase2\val\mushroom\n07734744_372.JPEG,val,mushroom,mushroom,"[""mushroom"", ""banana"", ""school_bus""]",0.5105469312631136,0.48844908686991306,0.022097844393200505,correct,mushroom->mushroom,68.5135000385344,True,False,False
data\phase2\val\mushroom\n07734744_373.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""teapot"", ""banana""]",0.5628659890751927,0.4481832128229886,0.11468277625220408,miss,mushroom->king_penguin,84.71460011787713,True,True,False
data\phase2\val\mushroom\n07734744_374.JPEG,val,mushroom,banana,"[""banana"", ""school_bus"", ""mushroom""]",0.6488950142371444,0.5032525566525105,0.1456424575846339,top3_rescue,mushroom->banana,78.84419988840818,True,True,False
data\phase2\val\mushroom\n07734744_375.JPEG,val,mushroom,mushroom,"[""mushroom"", ""banana"", ""golden_retriever""]",0.5024770952280604,0.4799684998568918,0.022508595371168616,correct,mushroom->mushroom,76.08649996109307,True,False,False
data\phase2\val\mushroom\n07734744_376.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""brown_bear"", ""golden_retriever""]",0.6256051720369948,0.49133020540956573,0.1342749666274291,miss,mushroom->king_penguin,70.19359990954399,True,True,False
data\phase2\val\mushroom\n07734744_377.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""brown_bear"", ""sports_car""]",0.6298049471022289,0.49063588969055194,0.13916905741167696,miss,mushroom->king_penguin,68.59720009379089,False,False,False
data\phase2\val\mushroom\n07734744_378.JPEG,val,mushroom,golden_retriever,"[""golden_retriever"", ""banana"", ""teapot""]",0.5467825436641107,0.37804315630414964,0.16873938735996108,miss,mushroom->golden_retriever,85.20009997300804,False,False,False
data\phase2\val\mushroom\n07734744_379.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""brown_bear"", ""mushroom""]",0.5752814738596775,0.4160029417908777,0.15927853206879983,top3_rescue,mushroom->king_penguin,72.92690011672676,False,False,False
data\phase2\val\mushroom\n07734744_38.JPEG,val,mushroom,banana,"[""banana"", ""golden_retriever"", ""brown_bear""]",0.5529284801014053,0.4039500298870869,0.14897845021431838,miss,mushroom->banana,73.34560016170144,True,True,False
data\phase2\val\mushroom\n07734744_380.JPEG,val,mushroom,banana,"[""banana"", ""golden_retriever"", ""school_bus""]",0.5357825297416887,0.5133583052304285,0.02242422451126025,miss,mushroom->banana,68.65149992518127,False,False,False
data\phase2\val\mushroom\n07734744_381.JPEG,val,mushroom,banana,"[""banana"", ""mushroom"", ""school_bus""]",0.6366444090212393,0.5845463946986107,0.052098014322628616,top3_rescue,mushroom->banana,64.78590006008744,True,True,False
data\phase2\val\mushroom\n07734744_382.JPEG,val,mushroom,mushroom,"[""mushroom"", ""school_bus"", ""king_penguin""]",0.6363843413414946,0.553013928513365,0.08337041282812963,correct,mushroom->mushroom,68.7714999075979,True,False,False
data\phase2\val\mushroom\n07734744_383.JPEG,val,mushroom,mushroom,"[""mushroom"", ""school_bus"", ""sports_car""]",0.4312550590729909,0.40640257679054065,0.02485248228245024,correct,mushroom->mushroom,72.86130008287728,True,False,False
data\phase2\val\mushroom\n07734744_384.JPEG,val,mushroom,banana,"[""banana"", ""golden_retriever"", ""orange""]",0.6548759142165368,0.4513902289019171,0.2034856853146197,miss,mushroom->banana,67.48259998857975,True,True,False
data\phase2\val\mushroom\n07734744_385.JPEG,val,mushroom,golden_retriever,"[""golden_retriever"", ""mushroom"", ""banana""]",0.5488791437386592,0.508856070523065,0.040023073215594174,top3_rescue,mushroom->golden_retriever,78.34700006060302,True,True,False
data\phase2\val\mushroom\n07734744_386.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""brown_bear"", ""sports_car""]",0.5484511434049173,0.41812566959213926,0.13032547381277804,miss,mushroom->king_penguin,80.1051000598818,False,False,False
data\phase2\val\mushroom\n07734744_387.JPEG,val,mushroom,teapot,"[""teapot"", ""banana"", ""orange""]",0.6479131237239333,0.6225344060118972,0.025378717712036036,miss,mushroom->teapot,71.36950013227761,True,True,False
data\phase2\val\mushroom\n07734744_388.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""school_bus"", ""brown_bear""]",0.6263322495749934,0.48751282122088596,0.1388194283541075,miss,mushroom->king_penguin,77.31000008061528,False,False,False
data\phase2\val\mushroom\n07734744_389.JPEG,val,mushroom,golden_retriever,"[""golden_retriever"", ""banana"", ""mushroom""]",0.5497719771103632,0.46730557452267096,0.08246640258769222,top3_rescue,mushroom->golden_retriever,71.09360001049936,False,False,False
data\phase2\val\mushroom\n07734744_39.JPEG,val,mushroom,banana,"[""banana"", ""mushroom"", ""golden_retriever""]",0.589616153329186,0.5475020884746037,0.042114064854582356,top3_rescue,mushroom->banana,70.68599993363023,True,True,False
data\phase2\val\mushroom\n07734744_390.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""sports_car"", ""mushroom""]",0.6677359372501447,0.523995976247043,0.1437399610031017,top3_rescue,mushroom->king_penguin,74.62859991937876,True,True,False
data\phase2\val\mushroom\n07734744_391.JPEG,val,mushroom,banana,"[""banana"", ""teapot"", ""sports_car""]",0.4622844190591693,0.429416842152584,0.03286757690658526,miss,mushroom->banana,91.00479981862009,True,True,False
data\phase2\val\mushroom\n07734744_392.JPEG,val,mushroom,king_penguin,"[""king_penguin"", ""sports_car"", ""mushroom""]",0.5737600330027953,0.4729954695688081,0.10076456343398721,top3_rescue,mushroom->king_penguin,80.17760002985597,True,True,False
data\phase2\val\mushroom\n07734744_393.JPEG,val,mushroom,school_bus,"[""school_bus"", ""mushroom"", ""banana""]",0.6042061054532579,0.5881401736029497,0.016065931850308246,top3_rescue,mushroom->school_bus,74.4745999109,True,True,False
data\phase2\val\mushroom\n07734744_394.JPEG,val,mushroom,golden_retriever,"[""golden_retriever"", ""mushroom"", ""banana""]",0.5679176881594011,0.5643300507546999,0.0035876374047012494,top3_rescue,mushroom->golden_retriever,68.851999938488,True,True,False
data\phase2\val\mushroom\n07734744_395.JPEG,val,mushroom,banana,"[""banana"", ""golden_retriever"", ""orange""]",0.586551181969643,0.4267220835927215,0.15982909837692144,miss,mushroom->banana,72.64520018361509,True,True,False
data\phase2\val\mushroom\n07734744_396.JPEG,val,mushroom,mushroom,"[""mushroom"", ""banana"", ""school_bus""]",0.43174266728364186,0.42750844127485693,0.004234226008784925,correct,mushroom->mushroom,65.36549981683493,True,False,False
data\phase2\val\mushroom\n07734744_397.JPEG,val,mushroom,school_bus,"[""school_bus"", ""mushroom"", ""brown_bear""]",0.5331791967569413,0.5231186447417602,0.010060552015181079,top3_rescue,mushroom->school_bus,70.12279983609915,True,True,False
data\phase2\val\mushroom\n07734744_398.JPEG,val,mushroom,golden_retriever,"[""golden_retriever"", ""banana"", ""teapot""]",0.5606745465257924,0.5046722510529448,0.05600229547284763,miss,mushroom->golden_retriever,82.79230003245175,True,True,False
data\phase2\val\mushroom\n07734744_399.JPEG,val,mushroom,mushroom,"[""mushroom"", ""school_bus"", ""golden_retriever""]",0.6422173420933811,0.5539308606046102,0.08828648148877094,correct,mushroom->mushroom,51.02619994431734,True,False,False
data\phase2\val\mushroom\n07734744_4.JPEG,val,mushroom,sports_car,"[""sports_car"", ""teapot"", ""mushroom""]",0.4244361617616974,0.4002483352858829,0.024187826475814522,top3_rescue,mushroom->sports_car,63.17000021226704,True,True,False
data\phase2\val\mushroom\n07734744_40.JPEG,val,mushroom,school_bus,"[""school_bus"", ""mushroom"", ""brown_bear""]",0.565055334069819,0.495925963300717,0.06912937076910203,top3_rescue,mushroom->school_bus,53.54529991745949,False,False,False
data\phase2\val\mushroom\n07734744_400.JPEG,val,mushroom,mushroom,"[""mushroom"", ""school_bus"", ""brown_bear""]",0.49663021286175807,0.48970392377965677,0.0069262890821013,correct,mushroom->mushroom,76.18370000272989,True,False,False
data\phase2\val\mushroom\n07734744_401.JPEG,val,mushroom,banana,"[""banana"", ""orange"", ""teapot""]",0.6019016486604748,0.5961054364894599,0.005796212171014892,miss,mushroom->banana,71.78030000068247,False,False,False
data\phase2\val\mushroom\n07734744_402.JPEG,val,mushroom,banana,"[""banana"", ""golden_retriever"", ""school_bus""]",0.6741644036433575,0.46682982644730303,0.20733457719605447,miss,mushroom->banana,65.10300002992153,False,False,False
data\phase2\val\mushroom\n07734744_403.JPEG,val,mushroom,mushroom,"[""mushroom"", ""golden_retriever"", ""school_bus""]",0.5713897431091467,0.49602572856248095,0.07536401454666575,correct,mushroom->mushroom,81.81290002539754,True,False,False
data\phase2\val\mushroom\n07734744_404.JPEG,val,mushroom,mushroom,"[""mushroom"", ""golden_retriever"", ""school_bus""]",0.5743805971274627,0.5222847745454002,0.05209582258206247,correct,mushroom->mushroom,80.24729997850955,True,False,False
